Manufacture,Product,Status,Compliance,Number of Functions,Channel,Package Type,Drain-Source Voltage VDS (V),Gate-Source Voltage VGS (V),Drain Current ID (A),Drain-Source On-Resistance RDS(ON) Max @VGS=10V (Ω),Drain-Source On-Resistance RDS(ON) Max @VGS=4.5V (Ω),Drain-Source On-Resistance RDS(ON) Max @VGS=2.5V (Ω),Gate Threshold Voltage VGS(th) Min (V),Gate Threshold Voltage VGS(th) Max (V),ESD Diodes,Junction Temperature Tj [max] (°C),Single Pulsed Avalanche Energy EAS(mJ),Pulsed Drain Current IDM(A)
MCC (Micro Commercial Components),MCAC012P04L,Active,R H,Single,P,DFN5060,-40,±20,-55,0.012,0.025,,-1,-2.5,No,150,132,-220
MCC (Micro Commercial Components),MCB024P06KQ,Active,A R H,Single,P,D2-PAK,-60,±20,-38,0.024,,,-1.2,-2.8,Yes,175,100,-152
MCC (Micro Commercial Components),MCB016N06Q,Active,A R H,Single,N,D2-PAK,60,±20,43,0.016,,,1,3,No,175,81,172
MCC (Micro Commercial Components),MCG6D0P03L,Active,R H,Single,P,DFN3333,-30,±25,-75,0.006,0.0102,,-1.3,-2.3,No,150,566,-300
MCC (Micro Commercial Components),MCQ200P10L,Active,R H,Single,P,SOP-8,-100,±20,-2,0.2,0.246,,-1,-2,No,150,25,-8
MCC (Micro Commercial Components),MCG200P10L,Active,R H,Single,P,PDFN3333,-100,±20,-8,0.2,0.235,,-1.1,-2.1,No,150,27.5,-32
MCC (Micro Commercial Components),MCB7D2N15YH,Active,R H,Single,N,D2-PAK,150,±20,113,0.0072,,,2.4,3.6,No,175,400,452
MCC (Micro Commercial Components),MCP3D2N10YH,Active,R H,Single,N,TO-220AB(B),100,±20,190,0.0032,,,2,4,No,175,632,760
MCC (Micro Commercial Components),MCU031N10YHE3,Active,A R H,Single,N,DPAK,100,±20,24,0.031,,,2,4,No,175,36,96
MCC (Micro Commercial Components),MCU011N06YLHE3,Active,A R H,Single,N,DPAK,60,±20,44,0.011,0.017,,1.3,2.3,No,175,39.7,176
MCC (Micro Commercial Components),MCU9D1N10Y,Active,R H,Single,N,DPAK,100,±20,56,0.0091,,,1.5,2.9,No,175,110,224
MCC (Micro Commercial Components),MCG055P06,Active,R H,Single,P,DFN3333,-60,±20,-21,0.055,0.083,,-1,-3,No,150,44,-84
MCC (Micro Commercial Components),MCG078P06L,Active,R H,Single,P,DFN3333,-60,±20,-14,0.078,0.094,,-1,-2,No,150,25,-56
MCC (Micro Commercial Components),MCAC015P06YQ,Active,A R H,Single,P,DFN5060,-60,±20,-70,0.015,,,-1.5,-3.1,No,175,225,-280
MCC (Micro Commercial Components),MCAC3D0P03L,Active,R H,Single,P,DFN5060,-30,±20,-120,0.003,0.0052,,-1,-2.1,No,150,676,-480
MCC (Micro Commercial Components),MCG360P15,Active,R H,Single,P,DFN3333,-150,±20,-10,0.36,,,-2,-4,No,150,49,-40
MCC (Micro Commercial Components),MCGWF7D5P03LK,Active,R H,Single,P,DFN3333-8(SWF),-30,±20,-94,0.0075,0.013,,-1.0,-2.5,No,150,306,-376
MCC (Micro Commercial Components),MCAC50P04,Active,R H,Single,P,DFN5060,-40,±20,-50,0.013,0.02,,-1,-2.5,No,150,200,-200
MCC (Micro Commercial Components),MCAC013P06L,Active,R H,Single,P,DFN5060,-60,±20,-74,0.013,0.022,,-1.2,-2.4,No,175,225,-296
MCC (Micro Commercial Components),MCQ072P06L,Active,R H,Single,P,SOP-8,-60,±20,-3.5,0.072,0.09,,-1,-2,No,150,24,-14
MCC (Micro Commercial Components),MCT200P10L,Active,R H,Single,P,SOT-223,-100,±20,-2,0.2,0.25,,-1,-2,No,150,,-8
MCC (Micro Commercial Components),MCU072P06L,Active,R H,Single,P,DPAK,-60,±20,-14.8,0.072,0.08,,-1,-2,No,150,20.7,-59.2
MCC (Micro Commercial Components),MCU4D0P03L,Active,R H,Single,P,DPAK,-30,±20,-129,0.004,0.0059,,-1.0,-2.5,No,150,600,-516
MCC (Micro Commercial Components),MCB025P08,Active,R H,Single,P,D2-PAK,-80,±20,-50,0.025,,,-1.2,-2.8,No,175,237,-200
MCC (Micro Commercial Components),MCT090P10L,Active,R H,Single,P,SOT-223,-100,±20,-3.2,0.090,0.114,,-1.4,-2.5,No,150,,-12.8
MCC (Micro Commercial Components),MCU130P06LHE3,Active,A R H,Single,P,DPAK,-60,±20,-7.9,0.130,0.150,,-1.0,-2.0,No,150,14.8,-31.6
MCC (Micro Commercial Components),MCB8D8P06L,Active,R H,Single,P,D2-PAK,-60,±20,-98,0.0088,0.015,,-1.2,-2.8,No,175,441,-392
MCC (Micro Commercial Components),MCQ12N03HE3,Active,A R H,Single,N,SOP-8,30,±20,12,0.0065,0.012,,1,2.5,No,150,27,48
MCC (Micro Commercial Components),MCQ12N10Y,Active,R H,Single,N,SOP-8,100,±20,12,0.017,,,2,4,No,150,80,48
MCC (Micro Commercial Components),MCQ12N06,Active,R H,Single,N,SOP-8,60,±20,12,0.009,0.013,,1.1,2.5,No,150,120,48
MCC (Micro Commercial Components),MCQ18N03,Active,R H,Single,N,SOP-8,30,±20,18,0.007,0.01,,1,2.5,No,150,121,65
MCC (Micro Commercial Components),MCQ4406A,Active,R H,Single,N,SOP-8,30,±20,12,0.012,0.015,,1,2.5,No,150,56,48
MCC (Micro Commercial Components),MCQ4438,Active,R H,Single,N,SOP-8,60,±20,8.2,0.022,0.027,,1,3,No,150,72,40
MCC (Micro Commercial Components),MCQ4407B,Active,R H,Single,P,SOP-8,-30,±25,-12,0.0125,0.025,,-1.2,-2.8,No,150,90,-48
MCC (Micro Commercial Components),MCQ4435,Active,R H,Single,P,SOP-8,-30,±20,-9.1,0.024,0.035,,-1,-3,No,150,20,-36
MCC (Micro Commercial Components),MCQ4435A,Active,R H,Single,P,SOP-8,-30,±20,-10,0.024,0.035,,-1,-2.5,No,150,20,-40
MCC (Micro Commercial Components),MCG55P02A,Active,R H,Single,P,DFN3333,-20,±10,-55,,0.0083,0.01,-0.4,-1,No,150,98,-160
MCC (Micro Commercial Components),MCQ05P10Y,Active,R H,Single,P,SOP-8,-100,±20,-4.5,0.11,0.12,,-1,-2.5,No,150,56,-18
MCC (Micro Commercial Components),MCAC60P06,Active,R H,Single,P,DFN5060,-60,±20,-60,0.018,,,-2,-3.5,No,175,225,-240
MCC (Micro Commercial Components),MCG35P04,Active,R H,Single,P,DFN3333,-40,±20,-35,0.025,0.035,,-1,-2.5,No,150,50,-140
MCC (Micro Commercial Components),MCG30P03,Active,R H,Single,P,DFN3333,-30,±25,-30,0.015,0.025,,-1.2,-2.8,No,150,100,-120
MCC (Micro Commercial Components),MCG20P03,Active,R H,Single,P,DFN3333,-30,±20,-20,0.02,0.027,,-1,-2.5,No,150,72,-80
MCC (Micro Commercial Components),MCAC50P03B,Active,R H,Single,P,DFN5060,-30,±25,-50,0.0055,0.0095,,-1.2,-2.8,No,150,360,-200
MCC (Micro Commercial Components),MCAC25P10Y,Active,R H,Single,P,DFN5060,-100,±20,-25,0.056,0.062,,-1,-2.5,No,150,162,-100
MCC (Micro Commercial Components),MCAC28P06Y,Active,R H,Single,P,DFN5060,-60,±20,-28,0.05,0.065,,-1.5,-2.7,No,150,81,-86
MCC (Micro Commercial Components),MCAC80P06Y,Active,R H,Single,P,DFN5060,-60,±18,-80,0.008,,,-2,-4,No,150,400,-320
MCC (Micro Commercial Components),MCG25P06Y,Active,R H,Single,P,DFN3333,-60,±20,-25,0.05,0.065,,-1.5,-2.7,No,150,81,-75
MCC (Micro Commercial Components),MCQ9435,Active,R H,Single,P,SOP-8,-30,±20,-5.1,0.05,0.065,,-1,-2,No,150,20,-20.4
MCC (Micro Commercial Components),MCAC25P10YHE3,Active,A R H,Single,P,DFN5060,-100,±20,-25,0.055,0.06,,-1,-2.5,No,150,162,-100
MCC (Micro Commercial Components),MCQ14P02,Active,R H,Single,P,SOP-8,-20,±10,-14,,0.0085,0.0105,-0.4,-1,No,150,361,-56
MCC (Micro Commercial Components),MCQ07P06Y,Active,R H,Single,P,SOP-8,-60,±20,-7,0.047,0.06,,-1.3,-2.5,No,150,90,-28
MCC (Micro Commercial Components),MCG20P06Y,Active,R H,Single,P,DFN3333-8,-60,±20,-20,0.028,0.039,,-1,-2.5,No,150,103,-80
MCC (Micro Commercial Components),MCQ02P15,Active,R H,Single,P,SOP-8,-150,±20,-2,0.31,,,-1,-3.5,No,150,25,-8
MCC (Micro Commercial Components),MCAC55P03,Active,R H,Single,P,DFN5060,-30,±20,-55,0.006,0.0095,,-1,-2.5,No,150,361,-220
MCC (Micro Commercial Components),MCG25P03,Active,R H,Single,P,DFN3333,-30,±20,-25,0.019,0.025,,-1,-2,No,150,60.5,-100
MCC (Micro Commercial Components),MCG25P05YHE3,Active,A R H,Single,P,DFN3333,-48,±20,-25,0.045,0.061,,-1.5,-2.7,No,150,81,-100
MCC (Micro Commercial Components),MCG20P06,Active,R H,Single,P,DFN3333,-60,±20,-20,0.025,0.034,,-1,-3,No,150,100,-80
MCC (Micro Commercial Components),MCAC115P02,Active,R H,Single,P,DFN5060,-20,±10,-115,0.0032,0.004,,-0.3,-0.9,No,150,400,-460
MCC (Micro Commercial Components),MCQ12P04A,Active,R H,Single,P,SOP-8,-40,±20,-12,0.021,0.026,,-1,-2.5,No,150,64,-48
MCC (Micro Commercial Components),MCAC80P06YHE3,Active,A R H,Single,P,DFN5060,-60,±18,-80,0.008,,,-2,-4,No,150,400,-320
MCC (Micro Commercial Components),MCG15P10YHE3,Active,A R H,Single,P,DFN3333,-100,±20,-15,0.11,0.12,,-1,-2.5,No,150,64,-35
MCC (Micro Commercial Components),MCG35P02,Active,R H,Single,P,DFN3333,-20,±10,-35,,0.014,0.018,-0.4,-1,No,150,98,-140
MCC (Micro Commercial Components),MCG35P04A,Active,R H,Single,P,DFN3333,-40,±20,-35,0.02,0.025,,-1,-2.5,No,150,98,140
MCC (Micro Commercial Components),MCG35P03A,Active,R H,Single,P,DFN3333,-30,±20,-54,0.009,0.013,,-1,-2.5,No,150,162,-216
MCC (Micro Commercial Components),MCAC30P03,Active,R H,Single,P,DFN5060,-30,±20,-41,0.016,0.025,,-1,-2,No,150,60,-164
MCC (Micro Commercial Components),MCAC40P03,Active,R H,Single,P,DFN5060,-30,±20,-40,0.009,0.013,,-1,-2.5,No,150,180,-160
MCC (Micro Commercial Components),MCAC055P10,Active,R H,Single,P,DFN5060,-100,±20,-25,0.055,0.064,,-1.5,-2.5,No,150,144,-100
MCC (Micro Commercial Components),MCG50P03B,Active,R H,Single,P,PDFN3333,-30,±25,-50,0.011,0.019,,-1,-3,No,150,95,-200
MCC (Micro Commercial Components),MCQ4409B,Active,R H,Single,P,SOP-8,-30,±25,-18,0.006,0.01,,-1,-2.5,No,150,400,-72
MCC (Micro Commercial Components),MCAC017P08Y,Active,R H,Single,P,DFN5060,-80,±18,-50,0.017,0.022,,-1.2,-3,No,150,600,-200
MCC (Micro Commercial Components),MCAC085P10,Active,R H,Single,P,DFN5060,-100,±20,-18,0.085,0.102,,-1.5,-2.5,No,150,96,-72
MCC (Micro Commercial Components),MCAC011P03L,Active,R H,Single,P,DFN5060,-30,±25,-50,0.0105,0.02,,-1.2,-2.8,No,150,100,-200
MCC (Micro Commercial Components),MCGWF110P10YLHE3,Active,A R H,Single,P,DFN3333-8(SWF),-100,±20,-15,0.11,0.12,,-1.3,-2.3,No,150,84,-60
MCC (Micro Commercial Components),MCGWF120P10YQ,Active,A R H,Single,P,DFN3333-8(SWF),-100,±20,-15,0.12,,,-2,-3.5,No,175,83,-60
MCC (Micro Commercial Components),MCGWF085P10,Active,R H,Single,P,DFN3333-8(SWF),-100,±20,-16,0.085,0.102,,-1.5,-2.5,No,150,79,-64
MCC (Micro Commercial Components),MCG085P10,Active,R H,Single,P,DFN3333,-100,±20,-14,0.085,0.102,,-1.5,-2.5,No,150,64,-56
MCC (Micro Commercial Components),MCQ065P03L,Active,R H,Single,P,SOP-8,-30,±20,-4,0.065,0.11,,-1,-2.4,No,150,,-16
MCC (Micro Commercial Components),MCAC030P04L,Active,R H,Single,P,DFN5060,-40,±20,-20,0.03,0.045,,-1.1,-2.5,No,150,50,-80
MCC (Micro Commercial Components),MCAC7D5P04L,Active,R H,Single,P,DFN5060,-40,±25,-60,0.0075,0.0105,,-1.2,-2.5,No,150,400,-240
MCC (Micro Commercial Components),MCG45P02,Active,R H,Single,P,PDFN3333,-20,±10,-45,,0.0075,0.01,-0.4,-1,No,150,64,-180
MCC (Micro Commercial Components),MCAC8D0P03L,Active,R H,Single,P,DFN5060,-30,±20,-65,0.008,0.012,,-1,-2.5,No,150,256,-260
MCC (Micro Commercial Components),MCT072P06L,Active,R H,Single,P,SOT-223,-60,±20,-3.5,0.072,0.09,,-1,-2,No,150,,-14
MCC (Micro Commercial Components),MCU015P06YQ,Active,A R H,Single,P,DPAK,-60,±20,-57,0.015,,,-1.5,-3.1,No,175,118,-228
MCC (Micro Commercial Components),MCU055P06L,Active,R H,Single,P,DPAK,-60,±20,-19,0.055,,,-1.2,-2.8,No,175,49,-76
MCC (Micro Commercial Components),MCU036P06L,Active,R H,Single,P,DPAK,-60,±20,-28,0.036,0.04,,-1,-2,No,150,54,-112
MCC (Micro Commercial Components),MCP056P10YL,Active,R H,Single,P,TO-220AB(H),-100,±20,-27,0.056,0.062,,-1,-2.5,No,150,110,-108
MCC (Micro Commercial Components),MCU085P10,Active,R H,Single,P,DPAK,-100,±20,-20,0.085,0.102,,-1.5,-2.5,No,150,81,-80
MCC (Micro Commercial Components),MCT055P06Y,Active,R H,Single,P,SOT-223,-60,±20,-5,0.055,0.07,,-1.5,-3,No,150,,-20
MCC (Micro Commercial Components),MCG104N10,Active,R H,Single,N,PDFN3333,100,±20,14,0.104,,,2,4,No,150,9,56
MCC (Micro Commercial Components),MCG4D3N04L,Active,R H,Single,N,DFN3333,40,±20,88,0.0043,0.0067,,1,2,No,150,400,352
MCC (Micro Commercial Components),MCG2D5N04YL,Active,R H,Single,N,DFN3333,40,±20,135,0.0025,0.0039,,1.1,2.9,No,175,121,540
MCC (Micro Commercial Components),MCACD032NP06L,Active,R H,Dual,N+P,PDFN5060-8D,60/-60,±20,20/-12,0.032/0.110,0.037/0.135,,1.0/-1.2,2/-2.2,No,150,36/36,80/-48
MCC (Micro Commercial Components),MCQD028NP04L,Active,R H,Dual,N+P,SOP-8,40/-40,±20,5.1/-3.3,0.028/0.071,0.039/0.099,,1.0/-1.0,2.5/-2.5,No,150,,20.4/-13.2
MCC (Micro Commercial Components),MCQD037NP06L,Active,R H,Dual,N+P,SOP-8,60/-60,±20,4.4/-2.2,0.037/0.134,0.047/0.180,,1.0/-1.0,2.0/-2.0,No,150,25/12.2,17.6/-8.8
MCC (Micro Commercial Components),MCACD100NP10L,Active,R H,Dual,N+P,PDFN5060-8D,100/-100,±20,10/-12,0.10/0.11,0.107/0.120,,1.1/-1.0,3/-2.5,No,150,12/49,40/-48
MCC (Micro Commercial Components),MCQ200NP10L,Active,R H,Dual,N+P,SOP-8,100/-100,±20,4.0/-4.0,0.27/0.20,0.28/0.22,,1.0/-1.0,2.5/-2.5,No,150,3.0/28,16/-16
MCC (Micro Commercial Components),MCQ03NP10L,Active,R H,Dual,N+P,SOP-8,100/-100,±20,5.0/-3.0,0.027/0.110,0.030/0.120,,1.0/-1.0,2.5/-2.5,No,150,,20/-12
MCC (Micro Commercial Components),MCGD016NP04L,Active,R H,Dual,N+P,DFN3333-D,40/-40,±20,24/-18,0.016/0.029,0.021/0.041,,1.0/-1.1,2.2/-2.1,No,150,6.25/6.25,96/-72
MCC (Micro Commercial Components),MCGD018NP03L,Active,R H,Dual,N+P,DFN3333-D,30/-30,±20,20/-20,0.020/0.018,0.030/0.025,,1.0/-1.0,2.5/-2.5,No,150,25/81,80/-80
MCC (Micro Commercial Components),MCQ018NP03L,Active,R H,Dual,N+P,SOP-8,30/-30,±20,7.0/-5.0,0.018/0.043,0.030/0.063,,1.0/-1.0,2.2/-2.4,No,150,,28/-20
MCC (Micro Commercial Components),MCQ019P03L,Active,R H,Single,P,SOP-8,-30,±20,-7.7,0.019,0.028,,-1,-2.5,No,150,60,-30.8
MCC (Micro Commercial Components),MCAC070P06L,Active,R H,Single,P,PDFN5060,-60,±20,-15.7,0.070,0.097,,-1.0,-2.0,No,150,30,-62.8
MCC (Micro Commercial Components),MCG013P04L,Active,R H,Single,P,DFN3333,-40,±20,-45,0.013,0.025,,-1.2,-2.2,No,150,100,-180
MCC (Micro Commercial Components),MCPF650N80SHK,Active,R H,Single,N,TO-220F,800,±20,6,0.66,,,2.5,4.5,Yes,150,8.6,24
MCC (Micro Commercial Components),MCU052N06LK,Active,R H,Single,N,DPAK,60,±20,15,0.052,0.06,,1,2.5,Yes,150,30,60
MCC (Micro Commercial Components),MCU450N80SHK,Active,R H,Single,N,DPAK,800,±20,12,0.468,,,2.5,4.5,Yes,150,2.7,48
MCC (Micro Commercial Components),MSJU04N80A,Active,R H,Single,N,DPAK,800,±20,4.5,1.3,,,2.5,4.5,Yes,150,50,18
MCC (Micro Commercial Components),MCU95N06KY,Active,R H,Single,N,DPAK,60,±20,95,0.0055,0.007,,1,2.5,Yes,150,256,380
MCC (Micro Commercial Components),MSJPF11N80A,Active,R H,Single,N,TO-220F,800,±20,11,0.47,,,2.5,4.5,Yes,150,142,33
MCC (Micro Commercial Components),MSJU06N80A,Active,R H,Single,N,DPAK,800,±20,6,0.95,,,2.5,4.5,Yes,150,39.5,24
MCC (Micro Commercial Components),MSJP11N80A,Active,R H,Single,N,TO-220,800,±20,11,0.47,,,2.5,4.5,Yes,150,142,44
MCC (Micro Commercial Components),MSJB11N80A,Active,R H,Single,N,D2-PAK,800,±20,11,0.47,,,2.5,4.5,Yes,150,142,33
MCC (Micro Commercial Components),MCT01N65K,Active,R H,Single,N,SOT-223,650,±30,1,11,,,2,4,Yes,150,,4
MCC (Micro Commercial Components),MSJP07N80A,Active,R H,Single,N,TO-220AB(H),800,±20,7,0.95,,,2.5,4.5,Yes,150,32,28
MCC (Micro Commercial Components),MSJPF07N80A,Active,R H,Single,N,TO-220F,800,±20,7,0.95,,,2.5,4.5,Yes,150,32,28
MCC (Micro Commercial Components),MSJP06N80A,Active,R H,Single,N,TO-220AB(H),800,±30,6,1.2,,,2.5,4.5,Yes,150,54,24
MCC (Micro Commercial Components),MCB150N06KY,Active,R H,Single,N,D2-PAK,60,±20,150,0.0035,0.0048,,1,2.5,Yes,150,441,450
MCC (Micro Commercial Components),MSJB06N80A,Active,R H,Single,N,D2-PAK,800,±30,6,1.2,,,2.5,4.5,Yes,150,50,24
MCC (Micro Commercial Components),MSJPF06N80A,Active,R H,Single,N,TO-220F,800,±30,6,1.2,,,2.5,4.5,Yes,150,54,24
MCC (Micro Commercial Components),MSJPF11N65A,Active,R H,Single,N,TO-220F,650,±30,11,0.396,,,2,4,No,150,142,44
MCC (Micro Commercial Components),MSJB17N80,Active,R H,Single,N,D2-PAK,800,±30,17,0.29,,,2,4,No,150,300,68
MCC (Micro Commercial Components),MSJPF11N65,Active,R H,Single,N,TO-220F,650,±30,11,0.408,,,2.5,4,No,150,211,33
MCC (Micro Commercial Components),MSJU07N65A,Active,R H,Single,N,DPAK,650,±30,7,0.6,,,2,4,No,150,90,28
MCC (Micro Commercial Components),MSJU11N65A,Active,R H,Single,N,DPAK,650,±30,11,0.396,,,2,4,No,150,142,44
MCC (Micro Commercial Components),MCU80N03,Active,R H,Single,N,DPAK,30,±20,80,0.004,0.006,,0.8,2.5,No,175,156,320
MCC (Micro Commercial Components),MCU80N03A,Active,R H,Single,N,DPAK,30,±20,80,0.0055,0.008,,1,2.5,No,175,230,320
MCC (Micro Commercial Components),MCU80N06,Active,R H,Single,N,DPAK,60,±20,80,0.013,,,1,2.4,No,175,290,150
MCC (Micro Commercial Components),MCU80N06A,Active,R H,Single,N,DPAK,60,±20,80,0.0075,0.0095,,1.2,2,No,175,150,320
MCC (Micro Commercial Components),MCB145N06Y,Active,R H,Single,N,D2-PAK,60,±20,145,0.0075,0.0095,,1.2,2.5,No,150,144,580
MCC (Micro Commercial Components),MCB160N04Y,Active,R H,Single,N,D2-PAK,40,±20,160,0.00185,0.0028,,1,2.5,No,150,625,480
MCC (Micro Commercial Components),MSJU05N90A,Active,R H,Single,N,DPAK,900,±30,5,1.49,,,2,3.5,No,150,68,20
MCC (Micro Commercial Components),MSJP20N65A,Active,R H,Single,N,TO-220AB(H),650,±30,20,0.19,,,2,4,No,150,303,80
MCC (Micro Commercial Components),MSJPF20N65A,Active,R H,Single,N,TO-220F,650,±30,20,0.19,,,2,4,No,150,303,80
MCC (Micro Commercial Components),MSJPF08N90A,Active,R H,Single,N,TO-220F,900,±30,8,1.3,,,2,4,No,150,45,32
MCC (Micro Commercial Components),MCP130N10YA,Active,R H,Single,N,TO-220AB(H),100,±20,130,0.0055,,,2,4,No,150,552,520
MCC (Micro Commercial Components),MCP130N10YB,Active,R H,Single,N,TO-220AB(H),100,±20,130,0.0055,0.0065,,1,2.5,No,150,340,520
MCC (Micro Commercial Components),MCB118N085Y,Active,R H,Single,N,D2-PAK,85,±20,118,0.006,,,2,4,No,150,380,472
MCC (Micro Commercial Components),MCP118N085Y,Active,R H,Single,N,TO-220AB(H),85,±20,118,0.0065,,,2,4,No,150,351,472
MCC (Micro Commercial Components),MCU110N08Y,Active,R H,Single,N,DPAK,80,±20,110,0.0056,0.007,,1.4,2.5,No,150,361,440
MCC (Micro Commercial Components),MCP120N08Y,Active,R H,Single,N,TO-220AB(H),80,±20,120,0.0048,,,2,4,No,150,702,480
MCC (Micro Commercial Components),MCAC53N06Y,Active,R H,Single,N,DFN5060,60,±20,53,0.0075,0.0095,,1.1,2.5,No,150,100,212
MCC (Micro Commercial Components),MCB120N08Y,Active,R H,Single,N,D2-PAK,80,±20,120,0.0045,,,2,4,No,150,506,480
MCC (Micro Commercial Components),MCB130N10YA,Active,R H,Single,N,D2-PAK,100,±20,130,0.0046,,,2,4,No,150,289,520
MCC (Micro Commercial Components),MCB180N10Y,Active,R H,Single,N,D2-PAK,100,±20,180,0.0033,,,2,4,No,150,1568,720
MCC (Micro Commercial Components),MCB200N06Y,Active,R H,Single,N,D2-PAK,60,±20,200,0.0029,0.0039,,1.2,2.2,No,150,500,800
MCC (Micro Commercial Components),MCB200N06YA,Active,R H,Single,N,D2-PAK,60,±20,200,0.0032,,,2.2,3.8,No,150,506,800
MCC (Micro Commercial Components),MCAC80N06Y,Active,R H,Single,N,DFN5060,60,±20,80,0.0042,0.0052,,1.2,2.5,No,150,400,320
MCC (Micro Commercial Components),MCB70N10YB,Active,R H,Single,N,D2-PAK,100,±20,70,0.0086,,,2,4,No,150,200,280
MCC (Micro Commercial Components),MCB85N06Y,Active,R H,Single,N,D2-PAK,60,±20,85,0.013,,,1,2.4,No,150,290,150
MCC (Micro Commercial Components),MCB90N12,Active,R H,Single,N,D2-PAK,120,±20,90,0.0072,,,2,4,No,150,306,360
MCC (Micro Commercial Components),MCP75N10Y,Active,R H,Single,N,TO-220AB(H),100,±20,75,0.0086,,,2,4,No,150,182,300
MCC (Micro Commercial Components),MCT03N06,Active,R H,Single,N,SOT-223,60,±20,3,0.1,0.12,,0.5,2,No,150,,12
MCC (Micro Commercial Components),MCT04N15,Active,R H,Single,N,SOT-223,150,±20,4,0.16,,,1.5,2.5,No,150,1.6,16
MCC (Micro Commercial Components),MCU75N06Y,Active,R H,Single,N,DPAK,60,±20,75,0.0048,0.0071,,1,2.5,No,175,144,300
MCC (Micro Commercial Components),MCU75N06YHE3,Active,A R H,Single,N,DPAK,60,±20,75,0.0048,0.0071,,1,2.5,No,175,144,300
MCC (Micro Commercial Components),MCP70N15Y,Active,R H,Single,N,TO-220AB(H),150,±20,70,0.02,,,2,4,No,175,168,280
MCC (Micro Commercial Components),MCT01N65,Active,R H,Single,N,SOT-223,650,±30,1,11,,,2,4,No,150,,4
MCC (Micro Commercial Components),MCB220N04Y,Active,R H,Single,N,D2-PAK,40,±20,220,0.0015,,,2,4,No,175,900,880
MCC (Micro Commercial Components),MCP70N15YA,Active,R H,Single,N,TO-220AB(H),150,±20,70,0.021,,,3,5,No,175,192,280
MCC (Micro Commercial Components),MCB70N15Y,Active,R H,Single,N,D2-PAK,150,±20,70,0.017,,,2,4,No,175,200,280
MCC (Micro Commercial Components),MCB55N10YA,Active,R H,Single,N,D2-PAK,100,±20,55,0.02,,,2,4,No,150,144,220
MCC (Micro Commercial Components),MCP65N06,Active,R H,Single,N,TO-220AB(H),60,±20,65,0.011,,,2,4,No,150,125,260
MCC (Micro Commercial Components),MSJUFR05N65,Active,R H,Single,N,DPAK,650,±30,5,1.9,,,2,4,No,150,20,20
MCC (Micro Commercial Components),MSJB14N65A,Active,R H,Single,N,D2-PAK,650,±30,14,0.4,,,2,4,No,150,100,56
MCC (Micro Commercial Components),MCB220N15Y,Active,R H,Single,N,D2-PAK,150,±20,220,0.0065,,,2,4,No,150,500,880
MCC (Micro Commercial Components),MCP18N20A,Active,R H,Single,N,TO-220AB(H),200,±20,18,0.15,,,2,4,No,150,330,72
MCC (Micro Commercial Components),MCB80N06Y,Active,R H,Single,N,D2-PAK,60,±20,80,0.0055,0.0065,,1,2.5,No,175,145,320
MCC (Micro Commercial Components),MCB220N04YHE3,Active,A R H,Single,N,D2-PAK,40,±20,220,0.0015,,,2,4,No,175,900,880
MCC (Micro Commercial Components),MCB180N04YHE3,Active,A R H,Single,N,D2-PAK,40,±20,180,0.0025,,,2,4,No,175,937,720
MCC (Micro Commercial Components),MCB200N06YHE3,Active,A R H,Single,N,D2-PAK,60,±20,200,0.0035,0.0045,,1,2.5,No,150,600,800
MCC (Micro Commercial Components),MCU01N60A,Active,R H,Single,N,DPAK,600,±30,1.3,9,,,3,4.2,No,150,7.2,5.2
MCC (Micro Commercial Components),MCU50N06AHE3,Active,A R H,Single,N,DPAK,60,±20,50,0.015,0.018,,1,2.5,No,150,72,120
MCC (Micro Commercial Components),MCU80N06AHE3,Active,A R H,Single,N,DPAK,60,±20,80,0.0075,0.01,,1.2,2.5,No,150,144,240
MCC (Micro Commercial Components),MCPF18N20A,Active,R H,Single,N,TO-220F,200,±20,18,0.15,,,2,4,No,150,330,72
MCC (Micro Commercial Components),MSJW47N60A,Active,R H,Single,N,TO-247,600,±30,47,0.091,,,2,4,No,150,300,185
MCC (Micro Commercial Components),MSJP09N65A,Active,R H,Single,N,TO-220AB(H),650,±30,9,0.96,,,2,4,No,150,70,30
MCC (Micro Commercial Components),MSJW20N65A,Active,R H,Single,N,TO-247,650,±30,20,0.19,,,2,5,No,150,485,80
MCC (Micro Commercial Components),MCB90N12A,Active,R H,Single,N,D2-PAK,120,±20,90,0.009,0.011,,1,3,No,150,400,360
MCC (Micro Commercial Components),MCPF90N12A,Active,R H,Single,N,TO-220F,120,±20,90,0.009,0.011,,1,3,No,150,441,360
MCC (Micro Commercial Components),MSJP08N90A,Active,R H,Single,N,TO-220AB(H),900,±30,8,1.62,,,2,4,No,150,81,32
MCC (Micro Commercial Components),MCT05N06,Active,R H,Single,N,SOT-223,60,±20,5,0.035,0.045,,1,2.5,No,150,,20
MCC (Micro Commercial Components),MCB130N10YB,Active,R H,Single,N,D2-PAK,100,±20,130,0.005,0.006,,1,2.5,No,150,360,520
MCC (Micro Commercial Components),MCB70N10YA,Active,R H,Single,N,D2-PAK,100,±20,70,0.0086,0.011,,1,3,No,150,200,280
MCC (Micro Commercial Components),MSJP14N65A,Active,R H,Single,N,TO-220AB(H),650,±30,14,0.31,,,2,4,No,150,88,56
MCC (Micro Commercial Components),MCW099N60SH,Active,R H,Single,N,TO-247,600,±30,30.5,0.103,,,2.5,4.5,No,150,16,122
