,,Pre-Biased Transistors,,,,,,,,,,,
Manufacture,Product,Status,Compliance,Number of Functions,Polarity,Package Type,IO(mA),R1 Typ (KΩ),R2 Typ (KΩ),VCC(V),fT(MHz),PD(mW),Tj [max] (°C)
,,,,,,,,,,,,,
MCC (Micro Commercial Components),DTA114YE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,10,47,-50,200,150,150
MCC (Micro Commercial Components),DTA123EE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,2.2,2.2,-50,,150,150
MCC (Micro Commercial Components),DTA123JE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,2.2,47,-50,250,150,150
MCC (Micro Commercial Components),DTA143ZE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,4.7,47,-50,250,150,150
MCC (Micro Commercial Components),DTA143EE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,4.7,4.7,-50,250,150,150
MCC (Micro Commercial Components),DTA124EE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,22,22,-50,250,150,150
MCC (Micro Commercial Components),DTA144EE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,47,47,-50,250,150,150
MCC (Micro Commercial Components),DTA143ZM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,4.7,47,-50,250,100,150
MCC (Micro Commercial Components),DTA113ZE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,1,10,-50,200,150,150
MCC (Micro Commercial Components),DTA144VE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,47,10,-50,200,150,150
MCC (Micro Commercial Components),DTA115EE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,100,100,-50,250,150,150
MCC (Micro Commercial Components),DTA114EE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,10,10,-50,250,150,150
MCC (Micro Commercial Components),DDTA143ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-500,4.7,4.7,-50,160,200,150
MCC (Micro Commercial Components),DTA123JCAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,2.2,47,-50,200,200,150
MCC (Micro Commercial Components),DDTA113ZCA,Active,R H,Single(R1/R2),PNP,SOT-23,-500,1,10,-50,160,200,150
MCC (Micro Commercial Components),DTA143ECAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,4.7,4.7,-50,250,200,150
MCC (Micro Commercial Components),DTA124ECAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,22,22,-50,200,200,150
MCC (Micro Commercial Components),DTA115ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,100,100,-50,200,200,150
MCC (Micro Commercial Components),DTA124XCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,22,47,-50,200,200,150
MCC (Micro Commercial Components),DTA144VCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,47,10,-50,200,200,150
MCC (Micro Commercial Components),DDTA123ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-500,2.2,2.2,-50,250,200,150
MCC (Micro Commercial Components),DTA123JUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,2.2,47,-50,250,200,150
MCC (Micro Commercial Components),DTA114EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,10,10,-50,250,200,150
MCC (Micro Commercial Components),DTA144ECAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,47,47,-50,250,200,150
MCC (Micro Commercial Components),DTA114ECAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,10,10,-50,250,200,150
MCC (Micro Commercial Components),DTA114YCAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,10,47,-50,250,200,150
MCC (Micro Commercial Components),DTA143ZCAHE3,Active,A R H,Single(R1/R2),PNP,SOT-23,-100,4.7,47,-50,250,200,150
MCC (Micro Commercial Components),DTA123ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,2.2,2.2,-50,250,200,150
MCC (Micro Commercial Components),DDTA123YCA,Active,R H,Single(R1/R2),PNP,SOT-23,-500,2.2,10,-50,200,200,150
MCC (Micro Commercial Components),DTA113ZCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,1,10,-50,250,200,150
MCC (Micro Commercial Components),DTA123YCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,2.2,10,-50,250,200,150
MCC (Micro Commercial Components),DTA114YUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,10,47,-50,250,200,150
MCC (Micro Commercial Components),DTA114YL3,Active,R H,Single(R1/R2),PNP,DFN1006-3,-100,10,47,-50,250,100,150
MCC (Micro Commercial Components),DTA123JM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,2.2,47,-50,250,100,150
MCC (Micro Commercial Components),DTA144EM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,47,47,-50,250,100,150
MCC (Micro Commercial Components),DTA114EM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,10,10,-50,250,100,150
MCC (Micro Commercial Components),DTA114EL3,Active,R H,Single(R1/R2),PNP,DFN1006-3,-100,10,10,-50,145,150,150
MCC (Micro Commercial Components),DTA124XE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,22,47,-50,250,150,150
MCC (Micro Commercial Components),DTA114ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,10,10,-50,250,200,150
MCC (Micro Commercial Components),UMH18N,Active,R H,Dual(R1/R2),NPN*2,SOT-363,100,4.7,10,50,250,200,150
MCC (Micro Commercial Components),UMH10NHE3,Active,A R H,Dual(R1/R2),NPN*2,SOT-363,100,2.2,47,50,250,150,150
MCC (Micro Commercial Components),UMH2NHE3,Active,A R H,Dual(R1/R2),NPN*2,SOT-363,100,47,47,50,200,150,150
